IDATE,ACSTATE,TFAT,TINJ,TOTAL_COST_CURRENT,LOSS,RECOV,CAUSE,ACCOUNTY,LAT,LONG
1990,New York,0.0,0.0,554195.583596215,186.0,130.0,CORROSION,ERIE,42.12922,-80.08506
1986,Montana,0.0,0.0,0.0,148.0,0.0,CORROSION,GLACIER,48.70508,-112.99475
1988,Montana,0.0,0.0,9962.5723035046,494.0,30.0,MATERIAL FAILURE OF PIPE OR WELD,GLACIER,48.70508,-112.99475
1986,Texas,0.0,0.0,2103.07056922248,75.0,74.0,CORROSION,ANDERSON,31.76212,-95.63079
1991,South Carolina,0.0,0.0,30323.4846177277,30.0,15.0,OTHER,ANDERSON,31.76212,-95.63079
1993,Texas,0.0,0.0,0.0,10.0,9.0,CORROSION,ANDERSON,31.76212,-95.63079
1997,South Carolina,0.0,0.0,298590.784918825,10.0,6.0,OTHER,ANDERSON,31.76212,-95.63079
1998,Texas,0.0,0.0,116406.042936655,100.0,100.0,OTHER OUTSIDE FORCE DAMAGE,ANDERSON,31.76212,-95.63079
2000,Texas,0.0,0.0,18018.4615384615,850.0,840.0,CORROSION,ANDERSON,31.76212,-95.63079
1986,California,0.0,0.0,18927.6351230023,100.0,80.0,CORROSION,BAKERSFIELD,35.37329,-119.01871
1986,Iowa,0.0,0.0,2103.07056922248,280.0,0.0,OTHER,POLK,28.03947,-81.9498
1986,Minnesota,0.0,0.0,21030.7056922248,265.0,264.0,OTHER,POLK,28.03947,-81.9498
1988,Iowa,0.0,1.0,0.0,1.0,0.0,OTHER,POLK,28.03947,-81.9498
1990,Texas,0.0,0.0,0.0,190.0,180.0,MATERIAL FAILURE OF PIPE OR WELD,POLK,28.03947,-81.9498
1991,Texas,0.0,0.0,0.0,300.0,285.0,CORROSION,POLK,28.03947,-81.9498
1992,Florida,0.0,0.0,0.0,5.0,4.0,OTHER OUTSIDE FORCE DAMAGE,POLK,28.03947,-81.9498
1993,Iowa,0.0,0.0,850.174216027875,75.0,75.0,OTHER OUTSIDE FORCE DAMAGE,POLK,28.03947,-81.9498
1995,Iowa,0.0,1.0,0.0,0.0,0.0,INCORRECT OPERATION BY OPERATOR PERSONNEL,POLK,28.03947,-81.9498
1995,Iowa,0.0,0.0,138497.495826377,21.0,21.0,MATERIAL FAILURE OF PIPE OR WELD,POLK,28.03947,-81.9498
1997,Iowa,0.0,0.0,5347609.94176842,30000.0,28571.0,CORROSION,POLK,28.03947,-81.9498
1998,Iowa,0.0,0.0,776.040286244368,14.0,0.0,EQUIPMENT FAILURE,POLK,28.03947,-81.9498
1999,Iowa,0.0,0.0,2451812.11566139,3663.0,3662.0,OTHER OUTSIDE FORCE DAMAGE,POLK,28.03947,-81.9498
1999,Iowa,0.0,0.0,1532.38257228837,18.0,0.0,INCORRECT OPERATION BY OPERATOR PERSONNEL,POLK,28.03947,-81.9498
2000,Iowa,0.0,0.0,1501.53846153846,13.0,0.0,INCORRECT OPERATION BY OPERATOR PERSONNEL,POLK,28.03947,-81.9498
1986,Nebraska,0.0,0.0,841.228227688993,20.0,0.0,OTHER OUTSIDE FORCE DAMAGE,OTOE,40.6485,-96.13478
1990,Nebraska,0.0,0.0,369463.722397476,500.0,40.0,CORROSION,OTOE,40.6485,-96.13478
1991,Nebraska,0.0,0.0,115050.868108437,170.0,134.0,CORROSION,OTOE,40.6485,-96.13478
1992,Nebraska,0.0,0.0,0.0,2899.0,1772.0,OTHER OUTSIDE FORCE DAMAGE,OTOE,40.6485,-96.13478
1987,Illinois,0.0,0.0,11107.2708113804,516.0,356.0,OTHER OUTSIDE FORCE DAMAGE,COOK,-43.6,170.16667
1988,Illinois,0.0,0.0,5977.54338210276,2.0,2.0,OTHER OUTSIDE FORCE DAMAGE,COOK,-43.6,170.16667
1988,Illinois,0.0,0.0,59775.4338210276,1900.0,0.0,CORROSION,COOK,-43.6,170.16667
1988,Illinois,0.0,0.0,159401.156856074,60.0,40.0,OTHER OUTSIDE FORCE DAMAGE,COOK,-43.6,170.16667
1989,Illinois,0.0,0.0,13787.8351863963,67.0,65.0,OTHER,COOK,-43.6,170.16667
1990,Illinois,0.0,0.0,24938.8012618297,325.0,310.0,OTHER OUTSIDE FORCE DAMAGE,COOK,-43.6,170.16667
1991,Illinois,0.0,0.0,3567.4687785562,1.0,1.0,EQUIPMENT FAILURE,COOK,-43.6,170.16667
1992,Illinois,0.0,0.0,870.133729569094,1.0,0.0,CORROSION,COOK,-43.6,170.16667
1992,Illinois,0.0,0.0,0.0,3548.0,2453.0,OTHER OUTSIDE FORCE DAMAGE,COOK,-43.6,170.16667
1996,Illinois,0.0,0.0,9596.06718557968,162.0,136.0,INCORRECT OPERATION BY OPERATOR PERSONNEL,COOK,-43.6,170.16667
1998,Illinois,0.0,0.0,388020.143122184,300.0,250.0,OTHER OUTSIDE FORCE DAMAGE,COOK,-43.6,170.16667
1998,Illinois,0.0,0.0,77604.0286244368,5.0,5.0,CORROSION,COOK,-43.6,170.16667
1998,Illinois,0.0,0.0,232812.08587331,520.0,261.0,OTHER OUTSIDE FORCE DAMAGE,COOK,-43.6,170.16667
1999,Illinois,0.0,0.0,0.0,340.0,336.0,OTHER,COOK,-43.6,170.16667
2000,Illinois,0.0,0.0,45046.1538461539,50.0,49.0,OTHER,COOK,-43.6,170.16667
1987,Kansas,0.0,0.0,2056.90200210748,235.0,205.0,OTHER OUTSIDE FORCE DAMAGE,BROWN,44.51916,-88.01983
1993,Kansas,0.0,0.0,17003.4843205575,330.0,315.0,OTHER OUTSIDE FORCE DAMAGE,BROWN,44.51916,-88.01983
1986,Texas,0.0,0.0,4967.4526845035,96.0,0.0,MATERIAL FAILURE OF PIPE OR WELD,HARRIS,29.69106,-95.2091
1986,Texas,0.0,0.0,30073.9091398815,412.0,410.0,OTHER OUTSIDE FORCE DAMAGE,HARRIS,29.69106,-95.2091
1987,Texas,0.0,0.0,0.0,500.0,495.0,INCORRECT OPERATION BY OPERATOR PERSONNEL,HARRIS,29.69106,-95.2091
1987,Texas,0.0,0.0,8227.60800842993,140.0,138.0,MATERIAL FAILURE OF PIPE OR WELD,HARRIS,29.69106,-95.2091
1987,Texas,0.0,0.0,0.0,1.0,1.0,OTHER,HARRIS,29.69106,-95.2091
1987,Texas,0.0,0.0,51422.5500526871,1.0,0.0,MATERIAL FAILURE OF PIPE OR WELD,HARRIS,29.69106,-95.2091
1987,Texas,0.0,0.0,39081.1380400422,1.0,0.0,OTHER,HARRIS,29.69106,-95.2091
1988,Texas,0.0,0.0,51805.3759782239,3.0,3.0,OTHER,HARRIS,29.69106,-95.2091
1988,Texas,0.0,1.0,99.625723035046,1.0,0.0,OTHER,HARRIS,29.69106,-95.2091
1988,Texas,0.0,0.0,199.251446070092,200.0,199.0,OTHER,HARRIS,29.69106,-95.2091
1988,Texas,0.0,0.0,0.0,190.0,140.0,OTHER,HARRIS,29.69106,-95.2091
1988,Texas,0.0,0.0,199.251446070092,5.0,0.0,CORROSION,HARRIS,29.69106,-95.2091
1989,Texas,0.0,0.0,3829.95421844343,115.0,91.0,INCORRECT OPERATION BY OPERATOR PERSONNEL,HARRIS,29.69106,-95.2091
1989,Texas,0.0,0.0,1378.78351863963,79.0,65.0,OTHER,HARRIS,29.69106,-95.2091
1990,Texas,0.0,0.0,31404.4164037855,210.0,204.0,INCORRECT OPERATION BY OPERATOR PERSONNEL,HARRIS,29.69106,-95.2091
1990,Texas,0.0,0.0,11268.643533123,200.0,195.0,OTHER,HARRIS,29.69106,-95.2091
1990,Texas,0.0,0.0,7389.27444794953,200.0,195.0,OTHER,HARRIS,29.69106,-95.2091
1990,Texas,0.0,0.0,369463.722397476,340.0,178.0,OTHER OUTSIDE FORCE DAMAGE,HARRIS,29.69106,-95.2091
1990,Texas,0.0,0.0,3694.63722397476,4.0,4.0,OTHER,HARRIS,29.69106,-95.2091
1991,Texas,0.0,0.0,3567.4687785562,90.0,89.0,OTHER OUTSIDE FORCE DAMAGE,HARRIS,29.69106,-95.2091
1991,Texas,0.0,0.0,303234.846177277,0.0,0.0,OTHER,HARRIS,29.69106,-95.2091
1991,Texas,0.0,0.0,1783.7343892781,15.0,0.0,OTHER,HARRIS,29.69106,-95.2091
1991,Texas,0.0,0.0,0.0,10.0,0.0,OTHER,HARRIS,29.69106,-95.2091
1991,Texas,0.0,0.0,17837.343892781,5.0,2.0,EQUIPMENT FAILURE,HARRIS,29.69106,-95.2091
1991,Texas,0.0,0.0,21404.8126713372,250.0,240.0,OTHER OUTSIDE FORCE DAMAGE,HARRIS,29.69106,-95.2091
1991,Texas,0.0,0.0,2675.60158391715,43.0,0.0,OTHER,HARRIS,29.69106,-95.2091
1991,Texas,0.0,0.0,26756.0158391715,5.0,0.0,MATERIAL FAILURE OF PIPE OR WELD,HARRIS,29.69106,-95.2091
1992,Texas,0.0,0.0,0.0,5.0,0.0,OTHER,HARRIS,29.69106,-95.2091
1992,Texas,0.0,0.0,21057.2362555721,1268.0,890.0,CORROSION,HARRIS,29.69106,-95.2091
1992,Texas,0.0,0.0,113117.384843982,732.0,0.0,OTHER OUTSIDE FORCE DAMAGE,HARRIS,29.69106,-95.2091
1992,Texas,0.0,0.0,156624.071322437,120.0,118.0,OTHER,HARRIS,29.69106,-95.2091
1992,Texas,0.0,0.0,1740267.45913819,4500.0,4360.0,MATERIAL FAILURE OF PIPE OR WELD,HARRIS,29.69106,-95.2091
1993,Texas,0.0,0.0,16153.3101045296,80.0,79.0,OTHER OUTSIDE FORCE DAMAGE,HARRIS,29.69106,-95.2091
1993,Texas,0.0,0.0,20404.181184669,61.0,60.0,OTHER OUTSIDE FORCE DAMAGE,HARRIS,29.69106,-95.2091
1993,Texas,0.0,0.0,72936.4459930314,7560.0,4634.0,INCORRECT OPERATION BY OPERATOR PERSONNEL,HARRIS,29.69106,-95.2091
1993,Texas,0.0,0.0,85017.4216027875,357.0,236.0,OTHER,HARRIS,29.69106,-95.2091
1993,Texas,0.0,0.0,34006.968641115,142.0,56.0,OTHER OUTSIDE FORCE DAMAGE,HARRIS,29.69106,-95.2091
1993,Texas,0.0,0.0,10202.0905923345,42.0,41.0,OTHER,HARRIS,29.69106,-95.2091
1993,Texas,0.0,0.0,13602.787456446,5.0,2.0,OTHER,HARRIS,29.69106,-95.2091
1993,Texas,0.0,0.0,52370.7317073171,3696.0,1682.0,INCORRECT OPERATION BY OPERATOR PERSONNEL,HARRIS,29.69106,-95.2091
1994,Texas,0.0,0.0,24961.6368286445,1.0,0.0,OTHER,HARRIS,29.69106,-95.2091
1994,Texas,0.0,925.0,16641091.2190963,20000.0,0.0,OTHER OUTSIDE FORCE DAMAGE,HARRIS,29.69106,-95.2091
1994,Texas,0.0,926.0,0.0,10000.0,0.0,OTHER OUTSIDE FORCE DAMAGE,HARRIS,29.69106,-95.2091
1994,Texas,0.0,0.0,7470219.13043478,5350.0,2900.0,OTHER OUTSIDE FORCE DAMAGE,HARRIS,29.69106,-95.2091
1994,Texas,0.0,0.0,1015106.56436488,492.0,0.0,MATERIAL FAILURE OF PIPE OR WELD,HARRIS,29.69106,-95.2091
1994,Texas,0.0,0.0,332.821824381927,1.0,1.0,OTHER,HARRIS,29.69106,-95.2091
1994,Texas,0.0,0.0,698925.831202046,210.0,130.0,MATERIAL FAILURE OF PIPE OR WELD,HARRIS,29.69106,-95.2091
1994,Texas,0.0,0.0,0.0,250.0,250.0,OTHER,HARRIS,29.69106,-95.2091
1995,Texas,0.0,0.0,6517.52921535893,30.0,0.0,OTHER,HARRIS,29.69106,-95.2091
1995,Texas,0.0,0.0,12220.367278798,1.0,1.0,OTHER,HARRIS,29.69106,-95.2091
1995,Texas,0.0,0.0,0.0,0.0,0.0,INCORRECT OPERATION BY OPERATOR PERSONNEL,HARRIS,29.69106,-95.2091
1995,Texas,0.0,0.0,8146.91151919866,75.0,71.0,INCORRECT OPERATION BY OPERATOR PERSONNEL,HARRIS,29.69106,-95.2091
1995,Texas,0.0,0.0,692487.479131886,0.0,0.0,OTHER OUTSIDE FORCE DAMAGE,HARRIS,29.69106,-95.2091
1995,Texas,0.0,0.0,73322.203672788,230.0,217.0,INCORRECT OPERATION BY OPERATOR PERSONNEL,HARRIS,29.69106,-95.2091
1996,Texas,0.0,0.0,9596.06718557968,190.0,187.0,INCORRECT OPERATION BY OPERATOR PERSONNEL,HARRIS,29.69106,-95.2091
1996,Texas,0.0,0.0,111954.117165096,6.0,0.0,MATERIAL FAILURE OF PIPE OR WELD,HARRIS,29.69106,-95.2091
1996,Texas,0.0,0.0,14394100.7783695,2305.0,0.0,OTHER,HARRIS,29.69106,-95.2091
1996,Texas,0.0,0.0,79967.2265464973,4.0,0.0,OTHER,HARRIS,29.69106,-95.2091
1997,Texas,0.0,0.0,58929.2902187039,75.0,55.0,CORROSION,HARRIS,29.69106,-95.2091
1997,Texas,0.0,0.0,231002.817657319,2.0,2.0,CORROSION,HARRIS,29.69106,-95.2091
1996,Texas,0.0,0.0,13194592.3801721,757.0,0.0,OTHER,HARRIS,29.69106,-95.2091
1997,Texas,0.0,0.0,5657.21186099557,17.0,164.0,OTHER,HARRIS,29.69106,-95.2091
1997,Texas,0.0,0.0,1571447.73916544,5843.0,5800.0,INCORRECT OPERATION BY OPERATOR PERSONNEL,HARRIS,29.69106,-95.2091
1998,Texas,0.0,0.0,776040.286244368,213.0,204.0,CORROSION,HARRIS,29.69106,-95.2091
1998,Texas,0.0,0.0,139687.251523986,25.0,5.0,OTHER,HARRIS,29.69106,-95.2091
1998,Texas,0.0,0.0,2560932.94460641,45.0,44.0,MATERIAL FAILURE OF PIPE OR WELD,HARRIS,29.69106,-95.2091
1998,Texas,0.0,0.0,0.0,160.0,160.0,EQUIPMENT FAILURE,HARRIS,29.69106,-95.2091
1999,Georgia,0.0,0.0,153238.257228837,30.0,5.0,CORROSION,HARRIS,29.69106,-95.2091
1999,Texas,0.0,0.0,76619.1286144184,725.0,668.0,OTHER OUTSIDE FORCE DAMAGE,HARRIS,29.69106,-95.2091
1999,Texas,0.0,0.0,1915478.21536046,3000.0,2546.0,OTHER,HARRIS,29.69106,-95.2091
1999,Texas,0.0,0.0,306476.514457674,350.0,40.0,MATERIAL FAILURE OF PIPE OR WELD,HARRIS,29.69106,-95.2091
2000,Texas,0.0,0.0,7507.69230769231,5.0,4.0,OTHER,HARRIS,29.69106,-95.2091
2000,Texas,0.0,0.0,22928.4923076923,100.0,96.0,OTHER OUTSIDE FORCE DAMAGE,HARRIS,29.69106,-95.2091
2000,Georgia,0.0,0.0,18018.4615384615,126.0,126.0,CORROSION,HARRIS,29.69106,-95.2091
2000,Texas,0.0,0.0,750769.230769231,481.0,100.0,OTHER OUTSIDE FORCE DAMAGE,HARRIS,29.69106,-95.2091
2001,Texas,0.0,0.0,440080.160320641,100.0,70.0,OTHER OUTSIDE FORCE DAMAGE,HARRIS,29.69106,-95.2091
2001,Texas,0.0,0.0,14669.3386773547,195.0,190.0,INCORRECT OPERATION BY OPERATOR PERSONNEL,HARRIS,29.69106,-95.2091
2000,Texas,0.0,0.0,1801846.15384615,15.0,0.0,OTHER OUTSIDE FORCE DAMAGE,HARRIS,29.69106,-95.2091
2001,Texas,0.0,0.0,148160.320641283,85.0,85.0,CORROSION,HARRIS,29.69106,-95.2091
2001,Texas,0.0,0.0,8801.60320641283,69.0,45.0,OTHER,HARRIS,29.69106,-95.2091
2001,Texas,0.0,0.0,110020.04008016,2500.0,2500.0,OTHER,HARRIS,29.69106,-95.2091
2001,Texas,0.0,0.0,308056.112224449,250.0,250.0,OTHER,HARRIS,29.69106,-95.2091
1986,Texas,0.0,0.0,2733.99173998923,100.0,98.0,CORROSION,RUSK,32.10772,-94.76188
1988,Texas,0.0,0.0,0.0,236.0,226.0,OTHER,RUSK,32.10772,-94.76188
1988,Texas,0.0,0.0,0.0,70.0,68.0,CORROSION,RUSK,32.10772,-94.76188
1990,Texas,0.0,0.0,5541.95583596215,100.0,80.0,OTHER,RUSK,32.10772,-94.76188
1990,Texas,0.0,0.0,923.659305993691,100.0,60.0,CORROSION,RUSK,32.10772,-94.76188
1991,Texas,0.0,0.0,8918.6719463905,15.0,5.0,CORROSION,RUSK,32.10772,-94.76188
1991,Texas,0.0,0.0,35674.687785562,215.0,200.0,OTHER OUTSIDE FORCE DAMAGE,RUSK,32.10772,-94.76188
1992,Texas,0.0,0.0,64389.8959881129,500.0,490.0,CORROSION,RUSK,32.10772,-94.76188
1993,Texas,0.0,0.0,0.0,1.0,0.0,CORROSION,RUSK,32.10772,-94.76188
1993,Texas,0.0,0.0,0.0,700.0,612.0,CORROSION,RUSK,32.10772,-94.76188
1994,Wisconsin,0.0,0.0,143113.384484228,5.0,1.0,OTHER,RUSK,32.10772,-94.76188
1997,Texas,0.0,0.0,282860.593049779,500.0,340.0,CORROSION,RUSK,32.10772,-94.76188
1999,Texas,0.0,0.0,59666.3802171922,133.0,128.0,CORROSION,RUSK,32.10772,-94.76188
2000,Texas,0.0,0.0,20270.7692307692,1250.0,940.0,OTHER OUTSIDE FORCE DAMAGE,RUSK,32.10772,-94.76188
1986,Washington,0.0,0.0,462675.525228946,1974.0,1400.0,OTHER OUTSIDE FORCE DAMAGE,KING,-54.28298,-36.49398
1986,Washington,0.0,0.0,0.0,0.0,0.0,OTHER,KING,-54.28298,-36.49398
1988,Texas,0.0,0.0,67745.4916638312,2000.0,0.0,CORROSION,KING,-54.28298,-36.49398
1992,Washington,0.0,0.0,0.0,40.0,40.0,EQUIPMENT FAILURE,KING,-54.28298,-36.49398
1999,Texas,0.0,0.0,53633.3900300929,1200.0,0.0,EQUIPMENT FAILURE,KING,-54.28298,-36.49398
1999,Washington,0.0,0.0,459714.77168651,80.0,42.0,OTHER,KING,-54.28298,-36.49398
2000,Texas,0.0,0.0,750.769230769231,450.0,400.0,CORROSION,KING,-54.28298,-36.49398
1986,Texas,0.0,0.0,15667.8757407075,350.0,330.0,OTHER OUTSIDE FORCE DAMAGE,BRAZOS,30.62798,-96.33441
1988,Texas,0.0,0.0,13596.9186798231,214.0,0.0,OTHER,BRAZOS,30.62798,-96.33441
1989,Texas,0.0,0.0,32554.6108567691,10.0,2.0,MATERIAL FAILURE OF PIPE OR WELD,BRAZOS,30.62798,-96.33441
1994,Texas,0.0,0.0,0.0,95.0,0.0,EQUIPMENT FAILURE,BRAZOS,30.62798,-96.33441
1986,Louisiana,0.0,0.0,6466.94200035913,50.0,45.0,OTHER,CLAIRBORNE,31.54016,-87.51555
1986,Minnesota,0.0,0.0,6309.21170766745,628.0,32.0,OTHER,WASHINGTON,38.89511,-77.03637
1987,Oklahoma,0.0,0.0,41138.0400421496,871.0,210.0,OTHER OUTSIDE FORCE DAMAGE,WASHINGTON,38.89511,-77.03637
1992,Oklahoma,0.0,0.0,42377.252897474,689.0,591.0,INCORRECT OPERATION BY OPERATOR PERSONNEL,WASHINGTON,38.89511,-77.03637
1992,Texas,3.0,22.0,0.0,0.0,0.0,OTHER,WASHINGTON,38.89511,-77.03637
1994,Minnesota,0.0,0.0,24961.6368286445,3.0,2.0,CORROSION,WASHINGTON,38.89511,-77.03637
1994,Nebraska,0.0,0.0,2266.51662404092,43.0,0.0,EQUIPMENT FAILURE,WASHINGTON,38.89511,-77.03637
1994,Nebraska,0.0,0.0,2266.51662404092,43.0,0.0,EQUIPMENT FAILURE,WASHINGTON,38.89511,-77.03637
1994,Nebraska,0.0,0.0,0.0,0.0,0.0,INCORRECT OPERATION BY OPERATOR PERSONNEL,WASHINGTON,38.89511,-77.03637
1996,Nebraska,0.0,0.0,0.0,2.0,0.0,OTHER,WASHINGTON,38.89511,-77.03637
1997,Minnesota,0.0,0.0,259288.876962297,475.0,474.0,OTHER,WASHINGTON,38.89511,-77.03637
1997,Nebraska,0.0,0.0,188573.728699852,2285.0,0.0,OTHER OUTSIDE FORCE DAMAGE,WASHINGTON,38.89511,-77.03637
1999,Wisconsin,0.0,0.0,612953.028915347,660.0,620.0,OTHER,WASHINGTON,38.89511,-77.03637
1999,Oregon,0.0,0.0,4474557.11108203,272.0,1.0,OTHER OUTSIDE FORCE DAMAGE,WASHINGTON,38.89511,-77.03637
2000,Oregon,0.0,0.0,150153.846153846,245.0,36.0,OTHER OUTSIDE FORCE DAMAGE,WASHINGTON,38.89511,-77.03637
1986,Texas,0.0,0.0,14868.708924403,360.0,200.0,OTHER OUTSIDE FORCE DAMAGE,ROBERTS,19.29278,-81.35775
1986,Illinois,0.0,0.0,84122.8227688993,380.0,260.0,OTHER OUTSIDE FORCE DAMAGE,DU PAGE,32.00241,89.69534
1990,Illinois,0.0,0.0,0.0,10.0,2.0,OTHER OUTSIDE FORCE DAMAGE,DU PAGE,32.00241,89.69534
1986,Ohio,0.0,0.0,63092.1170766745,863.0,344.0,OTHER OUTSIDE FORCE DAMAGE,LUCAS,41.66394,-83.55521
1990,Ohio,0.0,0.0,33741.2744479495,4.0,2.0,CORROSION,LUCAS,41.66394,-83.55521
1991,Ohio,0.0,0.0,35674.687785562,1.0,0.0,MATERIAL FAILURE OF PIPE OR WELD,LUCAS,41.66394,-83.55521
1992,Ohio,0.0,0.0,0.0,100.0,0.0,OTHER,LUCAS,41.66394,-83.55521
1992,Ohio,0.0,0.0,261040.118870728,800.0,450.0,CORROSION,LUCAS,41.66394,-83.55521
1993,Ohio,0.0,0.0,17003.4843205575,45.0,43.0,CORROSION,LUCAS,41.66394,-83.55521
2001,Ohio,0.0,0.0,198036.072144289,20.0,20.0,OTHER OUTSIDE FORCE DAMAGE,LUCAS,41.66394,-83.55521
1986,Texas,0.0,0.0,10515.3528461124,300.0,155.0,OTHER,JOHNSON,38.8814,-94.81913
1987,Wyoming,0.0,0.0,71991.5700737619,180.0,149.0,CORROSION,JOHNSON,38.8814,-94.81913
1987,Iowa,0.0,0.0,0.0,122000.0,0.0,OTHER,JOHNSON,38.8814,-94.81913
1988,Kansas,0.0,0.0,39850.2892140184,60.0,5.0,OTHER OUTSIDE FORCE DAMAGE,JOHNSON,38.8814,-94.81913
1989,Missouri,0.0,0.0,57449.3132766514,200.0,85.0,OTHER OUTSIDE FORCE DAMAGE,JOHNSON,38.8814,-94.81913
1989,Kansas,0.0,0.0,76599.0843688686,5.0,2.0,CORROSION,JOHNSON,38.8814,-94.81913
1990,Kansas,0.0,0.0,84976.6561514196,398.0,193.0,MATERIAL FAILURE OF PIPE OR WELD,JOHNSON,38.8814,-94.81913
1992,Texas,0.0,0.0,1740.26745913819,450.0,440.0,OTHER OUTSIDE FORCE DAMAGE,JOHNSON,38.8814,-94.81913
1993,Kansas,0.0,0.0,74815.331010453,1.0,0.0,CORROSION,JOHNSON,38.8814,-94.81913
1994,Iowa,0.0,0.0,2736069.97442455,6720.0,0.0,OTHER,JOHNSON,38.8814,-94.81913
1995,Wyoming,0.0,0.0,814.691151919866,160.0,152.0,MATERIAL FAILURE OF PIPE OR WELD,JOHNSON,38.8814,-94.81913
1999,Iowa,0.0,0.0,1532.38257228837,13.0,0.0,OTHER,JOHNSON,38.8814,-94.81913
2000,Wyoming,0.0,0.0,45046.1538461539,100.0,0.0,CORROSION,JOHNSON,38.8814,-94.81913
2000,Iowa,0.0,0.0,600615.384615385,756.0,566.0,OTHER,JOHNSON,38.8814,-94.81913
2001,Iowa,0.0,0.0,513.426853707415,16.0,0.0,INCORRECT OPERATION BY OPERATOR PERSONNEL,JOHNSON,38.8814,-94.81913
2001,Texas,0.0,0.0,146693.386773547,60.0,50.0,OTHER OUTSIDE FORCE DAMAGE,JOHNSON,38.8814,-94.81913
1986,Texas,0.0,0.0,3154.60585383372,70.0,0.0,CORROSION,ARCHER,33.61525,-98.68765
1987,Texas,0.0,0.0,1028.45100105374,359.0,110.0,CORROSION,ARCHER,33.61525,-98.68765
1989,Texas,0.0,0.0,11489.8626553303,750.0,650.0,OTHER OUTSIDE FORCE DAMAGE,ARCHER,33.61525,-98.68765
1986,New Mexico,0.0,0.0,84122.8227688993,1140.0,0.0,MATERIAL FAILURE OF PIPE OR WELD,VALENCIA,39.46975,-0.37739
1987,New Mexico,0.0,0.0,18512.1180189673,350.0,300.0,INCORRECT OPERATION BY OPERATOR PERSONNEL,VALENCIA,39.46975,-0.37739
1987,California,0.0,0.0,0.0,80.0,60.0,OTHER OUTSIDE FORCE DAMAGE,ALAMEDA,37.87159,-122.27275
1992,California,0.0,0.0,121818.722139673,0.0,0.0,OTHER,ALAMEDA,37.87159,-122.27275
1992,California,0.0,0.0,15314.353640416,0.0,0.0,OTHER,ALAMEDA,37.87159,-122.27275
1992,California,0.0,0.0,15662.4071322437,0.0,0.0,OTHER,ALAMEDA,37.87159,-122.27275
1998,California,0.0,0.0,620832.228995494,300.0,0.0,MATERIAL FAILURE OF PIPE OR WELD,ALAMEDA,37.87159,-122.27275
2001,California,0.0,0.0,1117118.5490982,889.0,818.0,OTHER,ALAMEDA,37.87159,-122.27275
1986,Texas,0.0,0.0,4942215.83767283,2300.0,2055.0,OTHER OUTSIDE FORCE DAMAGE,TRAVIS,30.26715,-97.74306
1987,Texas,0.0,0.0,187178.082191781,1034.0,0.0,CORROSION,TRAVIS,30.26715,-97.74306
1987,Texas,0.0,0.0,213917.808219178,1150.0,1137.0,OTHER OUTSIDE FORCE DAMAGE,TRAVIS,30.26715,-97.74306
1986,Oklahoma,0.0,0.0,841228.227688993,5577.0,0.0,OTHER,PAYNE,36.11561,-97.05837
1988,Oklahoma,0.0,0.0,0.0,4000.0,0.0,INCORRECT OPERATION BY OPERATOR PERSONNEL,PAYNE,36.11561,-97.05837
1989,Oklahoma,0.0,0.0,3829.95421844343,100.0,95.0,CORROSION,PAYNE,36.11561,-97.05837
1989,Oklahoma,0.0,0.0,10628.1229561805,710.0,705.0,OTHER,PAYNE,36.11561,-97.05837
1989,Oklahoma,0.0,0.0,9574.88554610857,160.0,159.0,INCORRECT OPERATION BY OPERATOR PERSONNEL,PAYNE,36.11561,-97.05837
1990,Oklahoma,0.0,0.0,0.0,100.0,90.0,OTHER,PAYNE,36.11561,-97.05837
1991,Oklahoma,0.0,0.0,44593.3597319525,300.0,280.0,MATERIAL FAILURE OF PIPE OR WELD,PAYNE,36.11561,-97.05837
1991,Oklahoma,0.0,0.0,6671.16661590009,200.0,83.0,OTHER OUTSIDE FORCE DAMAGE,PAYNE,36.11561,-97.05837
1991,Oklahoma,0.0,0.0,19621.0782820591,100.0,90.0,CORROSION,PAYNE,36.11561,-97.05837
1991,Oklahoma,0.0,0.0,1444.82485531526,100.0,100.0,OTHER,PAYNE,36.11561,-97.05837
1992,Oklahoma,0.0,0.0,5943.01337295691,221.0,180.0,INCORRECT OPERATION BY OPERATOR PERSONNEL,PAYNE,36.11561,-97.05837
1992,Oklahoma,0.0,0.0,0.0,60.0,60.0,OTHER OUTSIDE FORCE DAMAGE,PAYNE,36.11561,-97.05837
1992,Oklahoma,0.0,0.0,52208.0237741456,300.0,275.0,OTHER OUTSIDE FORCE DAMAGE,PAYNE,36.11561,-97.05837
1993,Oklahoma,0.0,0.0,1020.20905923345,200.0,199.0,CORROSION,PAYNE,36.11561,-97.05837
1993,Oklahoma,0.0,0.0,16153.3101045296,147.0,145.0,CORROSION,PAYNE,36.11561,-97.05837
1994,Oklahoma,0.0,0.0,13312.8729752771,350.0,300.0,OTHER,PAYNE,36.11561,-97.05837
1994,Oklahoma,0.0,0.0,6656.43648763853,5.0,1.0,CORROSION,PAYNE,36.11561,-97.05837
1994,Oklahoma,0.0,0.0,15975.4475703325,200.0,190.0,MATERIAL FAILURE OF PIPE OR WELD,PAYNE,36.11561,-97.05837
1995,Oklahoma,0.0,0.0,15479.1318864775,50.0,12.0,CORROSION,PAYNE,36.11561,-97.05837
1995,Oklahoma,0.0,0.0,10708.3005008347,45.0,25.0,CORROSION,PAYNE,36.11561,-97.05837
